城市,日期,累计确诊,累计治愈,累计死亡
定西,2020-06-15,9,9,0
定西,2020-06-16,9,9,0
定西,2020-06-17,9,9,0
定西,2020-06-18,9,9,0
定西,2020-06-19,9,9,0
定西,2020-06-20,9,9,0
定西,2020-06-21,9,9,0
定西,2020-06-22,9,9,0
定西,2020-06-23,9,9,0
定西,2020-06-24,9,9,0
定西,2020-06-25,9,9,0
定西,2020-06-26,9,9,0
定西,2020-06-27,9,9,0
定西,2020-06-28,9,9,0
定西,2020-06-29,9,9,0
定西,2020-06-30,9,9,0
宜宾,2020-01-26,1,0,0
宜宾,2020-01-27,1,0,0
宜宾,2020-01-28,2,0,0
宜宾,2020-01-29,5,0,0
宜宾,2020-01-30,7,0,0
宜宾,2020-01-31,7,0,0
宜宾,2020-02-01,7,0,0
宜宾,2020-02-02,7,0,0
宜宾,2020-02-03,7,0,0
宜宾,2020-02-04,7,0,0
宜宾,2020-02-05,8,0,0
宜宾,2020-02-06,9,0,0
宜宾,2020-02-07,9,0,0
宜宾,2020-02-08,9,0,0
宜宾,2020-02-09,9,3,0
宜宾,2020-02-10,9,3,0
宜宾,2020-02-11,10,3,0
宜宾,2020-02-12,11,3,0
宜宾,2020-02-13,11,3,0
宜宾,2020-02-14,11,6,0
宜宾,2020-02-15,11,6,0
宜宾,2020-02-16,11,6,0
宜宾,2020-02-17,12,6,0
宜宾,2020-02-18,12,6,0
宜宾,2020-02-19,12,7,0
宜宾,2020-02-20,12,7,0
宜宾,2020-02-21,12,7,0
宜宾,2020-02-22,12,8,0
宜宾,2020-02-23,12,8,0
宜宾,2020-02-24,12,8,0
宜宾,2020-02-25,12,10,0
宜宾,2020-02-26,12,10,0
宜宾,2020-02-27,12,10,0
宜宾,2020-02-28,12,10,0
宜宾,2020-02-29,12,10,0
宜宾,2020-03-01,12,10,0
宜宾,2020-03-02,12,10,0
宜宾,2020-03-03,12,10,0
宜宾,2020-03-04,12,10,0
宜宾,2020-03-05,12,11,0
宜宾,2020-03-06,12,11,0
宜宾,2020-03-07,12,11,0
宜宾,2020-03-08,12,11,0
宜宾,2020-03-09,12,11,0
宜宾,2020-03-10,12,12,0
宜宾,2020-03-11,12,12,0
宜宾,2020-03-12,12,12,0
宜宾,2020-03-13,12,12,0
宜宾,2020-03-14,12,12,0
宜宾,2020-03-15,12,12,0
宜宾,2020-03-16,12,12,0
宜宾,2020-03-17,12,12,0
宜宾,2020-03-18,12,12,0
宜宾,2020-03-19,12,12,0
宜宾,2020-03-20,12,12,0
宜宾,2020-03-21,12,12,0
宜宾,2020-03-22,12,12,0
宜宾,2020-03-23,12,12,0
宜宾,2020-03-24,12,12,0
宜宾,2020-03-25,12,12,0
宜宾,2020-03-26,12,12,0
宜宾,2020-03-27,12,12,0
宜宾,2020-03-28,12,12,0
宜宾,2020-03-29,12,12,0
宜宾,2020-03-30,12,12,0
宜宾,2020-03-31,12,12,0
宜宾,2020-04-01,12,12,0
宜宾,2020-04-02,12,12,0
宜宾,2020-04-03,12,12,0
宜宾,2020-04-04,12,12,0
宜宾,2020-04-05,12,12,0
宜宾,2020-04-06,12,12,0
宜宾,2020-04-07,12,12,0
宜宾,2020-04-08,12,12,0
宜宾,2020-04-09,12,12,0
宜宾,2020-04-10,12,12,0
宜宾,2020-04-11,12,12,0
宜宾,2020-04-12,12,12,0
宜宾,2020-04-13,12,12,0
宜宾,2020-04-14,12,12,0
宜宾,2020-04-15,12,12,0
宜宾,2020-04-16,12,12,0
宜宾,2020-04-17,12,12,0
宜宾,2020-04-18,12,12,0
宜宾,2020-04-19,12,12,0
宜宾,2020-04-20,12,12,0
宜宾,2020-04-21,12,12,0
宜宾,2020-04-22,12,12,0
宜宾,2020-04-23,12,12,0
宜宾,2020-04-24,12,12,0
宜宾,2020-04-25,12,12,0
宜宾,2020-04-26,12,12,0
宜宾,2020-04-27,12,12,0
宜宾,2020-04-28,12,12,0
宜宾,2020-04-29,12,12,0
宜宾,2020-04-30,12,12,0
宜宾,2020-05-01,12,12,0
宜宾,2020-05-02,12,12,0
宜宾,2020-05-03,12,12,0
宜宾,2020-05-04,12,12,0
宜宾,2020-05-05,12,12,0
宜宾,2020-05-06,12,12,0
宜宾,2020-05-07,12,12,0
宜宾,2020-05-08,12,12,0
宜宾,2020-05-09,12,12,0
宜宾,2020-05-10,12,12,0
宜宾,2020-05-11,12,12,0
宜宾,2020-05-12,12,12,0
宜宾,2020-05-13,12,12,0
宜宾,2020-05-14,12,12,0
宜宾,2020-05-15,12,12,0
宜宾,2020-05-16,12,12,0
宜宾,2020-05-17,12,12,0
宜宾,2020-05-18,12,12,0
宜宾,2020-05-19,12,12,0
宜宾,2020-05-20,12,12,0
宜宾,2020-05-21,12,12,0
宜宾,2020-05-22,12,12,0
宜宾,2020-05-23,12,12,0
宜宾,2020-05-24,12,12,0
宜宾,2020-05-25,12,12,0
宜宾,2020-05-26,12,12,0
宜宾,2020-05-27,12,12,0
宜宾,2020-05-28,12,12,0
宜宾,2020-05-29,12,12,0
宜宾,2020-05-30,12,12,0
宜宾,2020-05-31,12,12,0
宜宾,2020-06-01,12,12,0
宜宾,2020-06-02,12,12,0
宜宾,2020-06-03,12,12,0
宜宾,2020-06-04,12,12,0
宜宾,2020-06-05,12,12,0
宜宾,2020-06-06,12,12,0
宜宾,2020-06-07,12,12,0
宜宾,2020-06-08,12,12,0
宜宾,2020-06-09,12,12,0
宜宾,2020-06-10,12,12,0
宜宾,2020-06-11,12,12,0
宜宾,2020-06-12,12,12,0
宜宾,2020-06-13,12,12,0
宜宾,2020-06-14,12,12,0
宜宾,2020-06-15,12,12,0
宜宾,2020-06-16,12,12,0
宜宾,2020-06-17,12,12,0
宜宾,2020-06-18,12,12,0
宜宾,2020-06-19,12,12,0
宜宾,2020-06-20,12,12,0
宜宾,2020-06-21,12,12,0
宜宾,2020-06-22,12,12,0
宜宾,2020-06-23,12,12,0
宜宾,2020-06-24,12,12,0
宜宾,2020-06-25,12,12,0
宜宾,2020-06-26,12,12,0
宜宾,2020-06-27,12,12,0
宜宾,2020-06-28,12,12,0
宜宾,2020-06-29,12,12,0
宜宾,2020-06-30,12,12,0
宜昌,2020-01-23,1,0,1
宜昌,2020-01-24,1,0,1
宜昌,2020-01-25,20,0,1
宜昌,2020-01-26,31,0,1
宜昌,2020-01-27,51,0,1
宜昌,2020-01-28,63,0,1
宜昌,2020-01-29,117,0,1
宜昌,2020-01-30,167,0,1
宜昌,2020-01-31,276,0,1
宜昌,2020-02-01,353,0,1
宜昌,2020-02-02,392,1,1
宜昌,2020-02-03,452,2,3
宜昌,2020-02-04,496,9,4
宜昌,2020-02-05,563,9,6
宜昌,2020-02-06,610,11,7
宜昌,2020-02-07,633,24,8
宜昌,2020-02-08,704,36,8
宜昌,2020-02-09,749,43,8
宜昌,2020-02-10,772,52,8
宜昌,2020-02-11,784,62,8
宜昌,2020-02-12,810,72,11
宜昌,2020-02-13,871,81,13
宜昌,2020-02-14,895,92,15
宜昌,2020-02-15,895,140,21
宜昌,2020-02-16,895,156,25
宜昌,2020-02-17,904,186,25
宜昌,2020-02-18,907,208,26
宜昌,2020-02-19,910,231,28
宜昌,2020-02-20,914,250,29
宜昌,2020-02-21,914,273,30
宜昌,2020-02-22,917,289,30
宜昌,2020-02-23,924,304,30
宜昌,2020-02-24,926,328,30
宜昌,2020-02-25,927,362,31
宜昌,2020-02-26,929,396,31
宜昌,2020-02-27,931,429,32
宜昌,2020-02-28,931,462,32
宜昌,2020-02-29,931,506,32
宜昌,2020-03-01,931,535,32
宜昌,2020-03-02,931,583,33
宜昌,2020-03-03,931,608,33
宜昌,2020-03-04,931,638,34
宜昌,2020-03-05,931,684,34
宜昌,2020-03-06,931,707,34
宜昌,2020-03-07,931,727,35
宜昌,2020-03-08,931,753,35
宜昌,2020-03-09,931,772,35
宜昌,2020-03-10,931,800,36
宜昌,2020-03-11,931,834,36
宜昌,2020-03-12,931,847,36
宜昌,2020-03-13,931,858,36
宜昌,2020-03-14,931,864,36
宜昌,2020-03-15,931,868,36
宜昌,2020-03-16,931,873,36
宜昌,2020-03-17,931,881,36
宜昌,2020-03-18,931,882,36
宜昌,2020-03-19,931,886,36
宜昌,2020-03-20,931,891,36
宜昌,2020-03-21,931,891,36
宜昌,2020-03-22,931,892,36
宜昌,2020-03-23,931,892,36
宜昌,2020-03-24,931,893,36
宜昌,2020-03-25,931,893,36
宜昌,2020-03-26,931,894,36
宜昌,2020-03-27,931,894,36
宜昌,2020-03-28,931,894,36
宜昌,2020-03-29,931,894,36
宜昌,2020-03-30,931,894,36
宜昌,2020-03-31,931,894,36
宜昌,2020-04-01,931,894,36
宜昌,2020-04-02,931,894,36
宜昌,2020-04-03,931,894,36
宜昌,2020-04-04,931,894,36
宜昌,2020-04-05,931,894,36
宜昌,2020-04-06,931,894,36
宜昌,2020-04-07,931,894,36
宜昌,2020-04-08,931,894,36
宜昌,2020-04-09,931,894,36
宜昌,2020-04-10,931,894,36
宜昌,2020-04-11,931,894,36
宜昌,2020-04-12,931,894,36
宜昌,2020-04-13,931,894,36
宜昌,2020-04-14,931,894,37
宜昌,2020-04-15,931,894,37
宜昌,2020-04-16,931,894,37
宜昌,2020-04-17,931,894,37
宜昌,2020-04-18,931,894,37
宜昌,2020-04-19,931,894,37
宜昌,2020-04-20,931,894,37
宜昌,2020-04-21,931,894,37
宜昌,2020-04-22,931,894,37
宜昌,2020-04-23,931,894,37
宜昌,2020-04-24,931,894,37
宜昌,2020-04-25,931,894,37
宜昌,2020-04-26,931,894,37
宜昌,2020-04-27,931,894,37
宜昌,2020-04-28,931,894,37
宜昌,2020-04-29,931,894,37
宜昌,2020-04-30,931,894,37
宜昌,2020-05-01,931,894,37
宜昌,2020-05-02,931,894,37
宜昌,2020-05-03,931,894,37
宜昌,2020-05-04,931,894,37
宜昌,2020-05-05,931,894,37
宜昌,2020-05-06,931,894,37
宜昌,2020-05-07,931,894,37
宜昌,2020-05-08,931,894,37
宜昌,2020-05-09,931,894,37
宜昌,2020-05-10,931,894,37
宜昌,2020-05-11,931,894,37
宜昌,2020-05-12,931,894,37
宜昌,2020-05-13,931,894,37
宜昌,2020-05-14,931,894,37
宜昌,2020-05-15,931,894,37
宜昌,2020-05-16,931,894,37
宜昌,2020-05-17,931,894,37
宜昌,2020-05-18,931,894,37
宜昌,2020-05-19,931,894,37
宜昌,2020-05-20,931,894,37
宜昌,2020-05-21,931,894,37
宜昌,2020-05-22,931,894,37
宜昌,2020-05-23,931,894,37
宜昌,2020-05-24,931,894,37
宜昌,2020-05-25,931,894,37
宜昌,2020-05-26,931,894,37
宜昌,2020-05-27,931,894,37
宜昌,2020-05-28,931,894,37
宜昌,2020-05-29,931,894,37
宜昌,2020-05-30,931,894,37
宜昌,2020-05-31,931,894,37
宜昌,2020-06-01,931,894,37
宜昌,2020-06-02,931,894,37
宜昌,2020-06-03,931,894,37
宜昌,2020-06-04,931,894,37
宜昌,2020-06-05,931,894,37
宜昌,2020-06-06,931,894,37
宜昌,2020-06-07,931,894,37
宜昌,2020-06-08,931,894,37
宜昌,2020-06-09,931,894,37
宜昌,2020-06-10,931,894,37
宜昌,2020-06-11,931,894,37
宜昌,2020-06-12,931,894,37
宜昌,2020-06-13,931,894,37
宜昌,2020-06-14,931,894,37
宜昌,2020-06-15,931,894,37
宜昌,2020-06-16,931,894,37
宜昌,2020-06-17,931,894,37
宜昌,2020-06-18,931,894,37
宜昌,2020-06-19,931,894,37
宜昌,2020-06-20,931,894,37
宜昌,2020-06-21,931,894,37
宜昌,2020-06-22,931,894,37
宜昌,2020-06-23,931,894,37
宜昌,2020-06-24,931,894,37
宜昌,2020-06-25,931,894,37
宜昌,2020-06-26,931,894,37
宜昌,2020-06-27,931,894,37
宜昌,2020-06-28,931,894,37
宜昌,2020-06-29,931,894,37
宜昌,2020-06-30,931,894,37
宜春,2020-01-24,1,0,0
宜春,2020-01-25,5,0,0
宜春,2020-01-26,6,0,0
宜春,2020-01-27,10,0,0
宜春,2020-01-28,14,0,0
宜春,2020-01-29,14,0,0
宜春,2020-01-30,26,0,0
宜春,2020-01-31,29,1,0
宜春,2020-02-01,31,1,0
宜春,2020-02-02,36,1,0
宜春,2020-02-03,45,2,0
宜春,2020-02-04,48,4,0
宜春,2020-02-05,54,4,0
宜春,2020-02-06,62,5,0
宜春,2020-02-07,67,6,0
宜春,2020-02-08,73,6,0
宜春,2020-02-09,77,10,0
宜春,2020-02-10,83,10,0
宜春,2020-02-11,88,16,0
宜春,2020-02-12,95,16,0
宜春,2020-02-13,101,18,0
宜春,2020-02-14,102,20,0
宜春,2020-02-15,104,20,0
宜春,2020-02-16,106,24,0
宜春,2020-02-17,106,30,0
宜春,2020-02-18,106,33,0
宜春,2020-02-19,106,42,0
宜春,2020-02-20,106,53,0
宜春,2020-02-21,106,58,0
宜春,2020-02-22,106,72,0
宜春,2020-02-23,106,76,0
宜春,2020-02-24,106,84,0
宜春,2020-02-25,106,90,0
宜春,2020-02-26,106,95,0
宜春,2020-02-27,106,96,0
宜春,2020-02-28,106,96,0
宜春,2020-02-29,106,104,0
宜春,2020-03-01,106,104,0
宜春,2020-03-02,106,105,0
宜春,2020-03-03,106,106,0
宜春,2020-03-04,106,106,0
宜春,2020-03-05,106,106,0
宜春,2020-03-06,106,106,0
宜春,2020-03-07,106,106,0
宜春,2020-03-08,106,106,0
宜春,2020-03-09,106,106,0
宜春,2020-03-10,106,106,0
宜春,2020-03-11,106,106,0
宜春,2020-03-12,106,106,0
宜春,2020-03-13,106,106,0
宜春,2020-03-14,106,106,0
宜春,2020-03-15,106,106,0
宜春,2020-03-16,106,106,0
宜春,2020-03-17,106,106,0
宜春,2020-03-18,106,106,0
宜春,2020-03-19,106,106,0
宜春,2020-03-20,106,106,0
宜春,2020-03-21,106,106,0
宜春,2020-03-22,106,106,0
宜春,2020-03-23,106,106,0
宜春,2020-03-24,106,106,0
宜春,2020-03-25,106,106,0
宜春,2020-03-26,106,106,0
宜春,2020-03-27,106,106,0
宜春,2020-03-28,106,106,0
宜春,2020-03-29,106,106,0
宜春,2020-03-30,106,106,0
宜春,2020-03-31,106,106,0
宜春,2020-04-01,106,106,0
宜春,2020-04-02,106,106,0
宜春,2020-04-03,106,106,0
宜春,2020-04-04,106,106,0
宜春,2020-04-05,106,106,0
宜春,2020-04-06,106,106,0
宜春,2020-04-07,106,106,0
宜春,2020-04-08,106,106,0
宜春,2020-04-09,106,106,0
宜春,2020-04-10,106,106,0
宜春,2020-04-11,106,106,0
宜春,2020-04-12,106,106,0
宜春,2020-04-13,106,106,0
宜春,2020-04-14,106,106,0
宜春,2020-04-15,106,106,0
宜春,2020-04-16,106,106,0
宜春,2020-04-17,106,106,0
宜春,2020-04-18,106,106,0
宜春,2020-04-19,106,106,0
宜春,2020-04-20,106,106,0
宜春,2020-04-21,106,106,0
宜春,2020-04-22,106,106,0
宜春,2020-04-23,106,106,0
宜春,2020-04-24,106,106,0
宜春,2020-04-25,106,106,0
宜春,2020-04-26,106,106,0
宜春,2020-04-27,106,106,0
宜春,2020-04-28,106,106,0
宜春,2020-04-29,106,106,0
宜春,2020-04-30,106,106,0
宜春,2020-05-01,106,106,0
宜春,2020-05-02,106,106,0
宜春,2020-05-03,106,106,0
宜春,2020-05-04,106,106,0
宜春,2020-05-05,106,106,0
宜春,2020-05-06,106,106,0
宜春,2020-05-07,106,106,0
宜春,2020-05-08,106,106,0
宜春,2020-05-09,106,106,0
宜春,2020-05-10,106,106,0
宜春,2020-05-11,106,106,0
宜春,2020-05-12,106,106,0
宜春,2020-05-13,106,106,0
宜春,2020-05-14,106,106,0
宜春,2020-05-15,106,106,0
宜春,2020-05-16,106,106,0
宜春,2020-05-17,106,106,0
宜春,2020-05-18,106,106,0
宜春,2020-05-19,106,106,0
宜春,2020-05-20,106,106,0
宜春,2020-05-21,106,106,0
宜春,2020-05-22,106,106,0
宜春,2020-05-23,106,106,0
宜春,2020-05-24,106,106,0
宜春,2020-05-25,106,106,0
宜春,2020-05-26,106,106,0
宜春,2020-05-27,106,106,0
宜春,2020-05-28,106,106,0
宜春,2020-05-29,106,106,0
宜春,2020-05-30,106,106,0
宜春,2020-05-31,106,106,0
宜春,2020-06-01,106,106,0
宜春,2020-06-02,106,106,0
宜春,2020-06-03,106,106,0
宜春,2020-06-04,106,106,0
宜春,2020-06-05,106,106,0
宜春,2020-06-06,106,106,0
宜春,2020-06-07,106,106,0
宜春,2020-06-08,106,106,0
宜春,2020-06-09,106,106,0
宜春,2020-06-10,106,106,0
宜春,2020-06-11,106,106,0
宜春,2020-06-12,106,106,0
宜春,2020-06-13,106,106,0
宜春,2020-06-14,106,106,0
宜春,2020-06-15,106,106,0
宜春,2020-06-16,106,106,0
宜春,2020-06-17,106,106,0
宜春,2020-06-18,106,106,0
宜春,2020-06-19,106,106,0
宜春,2020-06-20,106,106,0
宜春,2020-06-21,106,106,0
宜春,2020-06-22,106,106,0
宜春,2020-06-23,106,106,0
宜春,2020-06-24,106,106,0
宜春,2020-06-25,106,106,0
宜春,2020-06-26,106,106,0
宜春,2020-06-27,106,106,0
宜春,2020-06-28,106,106,0
宜春,2020-06-29,106,106,0
宜春,2020-06-30,106,106,0
宝坻区,2020-02-01,3,0,0
宝坻区,2020-02-02,5,0,0
宝坻区,2020-02-03,11,0,0
宝坻区,2020-02-04,13,0,0
宝坻区,2020-02-05,15,0,1
宝坻区,2020-02-06,21,0,1
宝坻区,2020-02-07,23,0,1
宝坻区,2020-02-08,29,0,1
宝坻区,2020-02-09,32,0,1
宝坻区,2020-02-10,35,0,1
宝坻区,2020-02-11,39,1,1
宝坻区,2020-02-12,43,1,1
宝坻区,2020-02-13,46,3,2
宝坻区,2020-02-14,46,7,2
宝坻区,2020-02-15,48,9,2
宝坻区,2020-02-16,49,11,2
宝坻区,2020-02-17,50,12,2
宝坻区,2020-02-18,53,12,2
宝坻区,2020-02-19,55,15,2
宝坻区,2020-02-20,56,17,2
宝坻区,2020-02-21,58,17,2
宝坻区,2020-02-22,60,19,2
宝坻区,2020-02-23,60,26,2
宝坻区,2020-02-24,60,30,2
宝坻区,2020-02-25,60,34,2
宝坻区,2020-02-26,60,39,2
宝坻区,2020-02-27,60,40,2
宝坻区,2020-02-28,60,42,2
宝坻区,2020-02-29,60,45,2
宝坻区,2020-03-01,60,45,2
宝坻区,2020-03-02,60,48,2
宝坻区,2020-03-03,60,52,2
宝坻区,2020-03-04,60,56,2
宝坻区,2020-03-05,60,56,2
宝坻区,2020-03-06,60,56,2
宝坻区,2020-03-07,60,56,2
宝坻区,2020-03-08,60,56,2
宝坻区,2020-03-09,60,57,2
宝坻区,2020-03-10,60,57,2
宝坻区,2020-03-11,60,57,2
宝坻区,2020-03-12,60,57,2
宝坻区,2020-03-13,60,57,2
宝坻区,2020-03-14,60,57,2
宝坻区,2020-03-15,60,58,2
宝坻区,2020-03-16,60,58,2
宝坻区,2020-03-17,60,58,2
宝坻区,2020-03-18,60,58,2
宝坻区,2020-03-19,60,58,2
宝坻区,2020-03-20,60,58,2
宝坻区,2020-03-21,60,58,2
宝坻区,2020-03-22,60,58,2
宝坻区,2020-03-23,60,58,2
宝坻区,2020-03-24,60,58,2
宝坻区,2020-03-25,60,58,2
宝坻区,2020-03-26,60,58,2
宝坻区,2020-03-27,60,58,2
宝坻区,2020-03-28,60,58,2
宝坻区,2020-03-29,60,58,2
宝坻区,2020-03-30,60,58,2
宝坻区,2020-03-31,60,58,2
宝坻区,2020-04-01,60,58,2
宝坻区,2020-04-02,60,58,2
宝坻区,2020-04-03,60,58,2
宝坻区,2020-04-04,60,58,2
宝坻区,2020-04-05,60,58,2
宝坻区,2020-04-06,60,58,2
宝坻区,2020-04-07,60,58,2
宝坻区,2020-04-08,60,58,2
宝坻区,2020-04-09,60,58,2
宝坻区,2020-04-10,60,58,2
宝坻区,2020-04-11,60,58,2
宝坻区,2020-04-12,60,58,2
宝坻区,2020-04-13,60,58,2
宝坻区,2020-04-14,60,58,2
宝坻区,2020-04-15,60,58,2
宝坻区,2020-04-16,60,58,2
宝坻区,2020-04-17,60,58,2
宝坻区,2020-04-18,60,58,2
宝坻区,2020-04-19,60,58,2
宝坻区,2020-04-20,60,58,2
宝坻区,2020-04-21,60,58,2
宝坻区,2020-04-22,60,58,2
宝坻区,2020-04-23,60,58,2
宝坻区,2020-04-24,60,58,2
宝坻区,2020-04-25,60,58,2
宝坻区,2020-04-26,60,58,2
宝坻区,2020-04-27,60,58,2
宝坻区,2020-04-28,60,58,2
宝坻区,2020-04-29,60,58,2
宝坻区,2020-04-30,60,58,2
宝坻区,2020-05-01,60,58,2
宝坻区,2020-05-02,60,58,2
宝坻区,2020-05-03,60,58,2
宝坻区,2020-05-04,60,58,2
宝坻区,2020-05-05,60,58,2
宝坻区,2020-05-06,60,58,2
宝坻区,2020-05-07,60,58,2
宝坻区,2020-05-08,60,58,2
宝坻区,2020-05-09,60,58,2
宝坻区,2020-05-10,60,58,2
宝坻区,2020-05-11,60,58,2
宝坻区,2020-05-12,60,58,2
宝坻区,2020-05-13,60,58,2
宝坻区,2020-05-14,60,58,2
宝坻区,2020-05-15,60,58,2
宝坻区,2020-05-16,60,58,2
宝坻区,2020-05-17,60,58,2
宝坻区,2020-05-18,60,58,2
宝坻区,2020-05-19,60,58,2
宝坻区,2020-05-20,60,58,2
宝坻区,2020-05-21,60,58,2
宝坻区,2020-05-22,60,58,2
宝坻区,2020-05-23,60,58,2
宝坻区,2020-05-24,60,58,2
宝坻区,2020-05-25,60,58,2
宝坻区,2020-05-26,60,58,2
宝坻区,2020-05-27,60,58,2
宝坻区,2020-05-28,60,58,2
宝坻区,2020-05-29,60,58,2
宝坻区,2020-05-30,60,58,2
宝坻区,2020-05-31,60,58,2
宝坻区,2020-06-01,60,58,2
宝坻区,2020-06-02,60,58,2
宝坻区,2020-06-03,60,58,2
宝坻区,2020-06-04,60,58,2
宝坻区,2020-06-05,60,58,2
宝坻区,2020-06-06,60,58,2
宝坻区,2020-06-07,60,58,2
宝坻区,2020-06-08,60,58,2
宝坻区,2020-06-09,60,58,2
宝坻区,2020-06-10,60,58,2
宝坻区,2020-06-11,60,58,2
宝坻区,2020-06-12,60,58,2
宝坻区,2020-06-13,60,58,2
宝坻区,2020-06-14,60,58,2
宝坻区,2020-06-15,60,58,2
宝坻区,2020-06-16,60,58,2
宝坻区,2020-06-17,60,58,2
宝坻区,2020-06-18,60,58,2
宝坻区,2020-06-19,60,58,2
宝坻区,2020-06-20,60,58,2
宝坻区,2020-06-21,60,58,2
宝坻区,2020-06-22,60,58,2
宝坻区,2020-06-23,60,58,2
宝坻区,2020-06-24,60,58,2
宝坻区,2020-06-25,60,58,2
宝坻区,2020-06-26,60,58,2
宝坻区,2020-06-27,60,58,2
宝坻区,2020-06-28,60,58,2
宝坻区,2020-06-29,60,58,2
宝坻区,2020-06-30,60,58,2
宝山区,2020-01-27,1,0,0
宝山区,2020-01-28,2,0,0
宝山区,2020-01-29,2,0,0
宝山区,2020-01-30,2,0,0
宝山区,2020-01-31,5,0,0
宝山区,2020-02-01,8,0,0
宝山区,2020-02-02,10,0,0
宝山区,2020-02-03,11,0,0
宝山区,2020-02-04,12,0,0
宝山区,2020-02-05,15,0,0
宝山区,2020-02-06,16,0,0
宝山区,2020-02-07,17,0,0
宝山区,2020-02-08,17,0,0
宝山区,2020-02-09,18,0,0
宝山区,2020-02-10,20,0,0
宝山区,2020-02-11,20,0,0
宝山区,2020-02-12,20,0,0
宝山区,2020-02-13,20,1,0
宝山区,2020-02-14,20,2,0
宝山区,2020-02-15,21,5,0
宝山区,2020-02-16,21,6,0
宝山区,2020-02-17,21,7,0
宝山区,2020-02-18,21,7,0
宝山区,2020-02-19,21,7,0
宝山区,2020-02-20,21,9,0
宝山区,2020-02-21,21,10,0
宝山区,2020-02-22,21,10,0
宝山区,2020-02-23,21,12,0
宝山区,2020-02-24,21,12,0
宝山区,2020-02-25,21,12,0
宝山区,2020-02-26,21,13,0
宝山区,2020-02-27,21,13,0
宝山区,2020-02-28,21,13,0
宝山区,2020-02-29,21,14,0
宝山区,2020-03-01,21,15,0
宝山区,2020-03-02,21,15,0
宝山区,2020-03-03,21,15,0
宝山区,2020-03-04,21,15,0
宝山区,2020-03-05,21,16,0
宝山区,2020-03-06,21,16,0
宝山区,2020-03-07,21,18,0
宝山区,2020-03-08,21,18,0
宝山区,2020-03-09,21,18,0
宝山区,2020-03-10,21,19,0
宝山区,2020-03-11,21,19,0
宝山区,2020-03-12,21,19,0
宝山区,2020-03-13,21,19,0
宝山区,2020-03-14,21,19,0
宝山区,2020-03-15,21,19,0
宝山区,2020-03-16,21,19,0
宝山区,2020-03-17,21,19,0
宝山区,2020-03-18,21,19,0
宝山区,2020-03-19,21,19,0
宝山区,2020-03-20,21,19,0
宝山区,2020-03-21,21,19,0
宝山区,2020-03-22,21,19,0
宝山区,2020-03-23,22,19,0
宝山区,2020-03-24,22,19,0
宝山区,2020-03-25,22,19,0
宝山区,2020-03-26,22,19,0
宝山区,2020-03-27,22,19,0
宝山区,2020-03-28,22,19,0
宝山区,2020-03-29,22,19,0
宝山区,2020-03-30,22,19,0
宝山区,2020-03-31,22,19,0
宝山区,2020-04-01,22,19,0
宝山区,2020-04-02,22,19,0
宝山区,2020-04-03,22,19,0
宝山区,2020-04-04,22,19,0
宝山区,2020-04-05,22,19,0
宝山区,2020-04-06,22,19,0
宝山区,2020-04-07,22,19,0
宝山区,2020-04-08,22,19,0
宝山区,2020-04-09,22,19,0
宝山区,2020-04-10,22,19,0
宝山区,2020-04-11,22,19,0
宝山区,2020-04-12,22,19,0
宝山区,2020-04-13,22,19,0
宝山区,2020-04-14,22,19,0
宝山区,2020-04-15,22,19,0
宝山区,2020-04-16,22,19,0
宝山区,2020-04-17,22,19,0
宝山区,2020-04-18,22,19,0
宝山区,2020-04-19,22,19,0
宝山区,2020-04-20,22,19,0
宝山区,2020-04-21,22,19,0
宝山区,2020-04-22,22,19,0
宝山区,2020-04-23,22,19,0
宝山区,2020-04-24,22,19,0
宝山区,2020-04-25,22,19,0
宝山区,2020-04-26,22,19,0
宝山区,2020-04-27,22,19,0
宝山区,2020-04-28,22,19,0
宝山区,2020-04-29,22,19,0
宝山区,2020-04-30,22,19,0
宝山区,2020-05-01,22,19,0
宝山区,2020-05-02,22,19,0
宝山区,2020-05-03,22,19,0
宝山区,2020-05-04,22,19,0
宝山区,2020-05-05,22,19,0
宝山区,2020-05-06,22,19,0
宝山区,2020-05-07,22,19,0
宝山区,2020-05-08,22,19,0
宝山区,2020-05-09,22,19,0
宝山区,2020-05-10,22,19,0
宝山区,2020-05-11,22,19,0
宝山区,2020-05-12,22,19,0
宝山区,2020-05-13,22,19,0
宝山区,2020-05-14,22,19,0
宝山区,2020-05-15,22,19,0
宝山区,2020-05-16,22,19,0
宝山区,2020-05-17,22,19,0
宝山区,2020-05-18,22,19,0
宝山区,2020-05-19,22,19,0
宝山区,2020-05-20,22,19,0
宝山区,2020-05-21,22,19,0
宝山区,2020-05-22,22,19,0
宝山区,2020-05-23,22,19,0
宝山区,2020-05-24,22,19,0
宝山区,2020-05-25,22,19,0
宝山区,2020-05-26,22,19,0
宝山区,2020-05-27,22,19,0
宝山区,2020-05-28,22,19,0
宝山区,2020-05-29,22,19,0
宝山区,2020-05-30,22,19,0
宝山区,2020-05-31,22,19,0
宝山区,2020-06-01,22,19,0
宝山区,2020-06-02,22,19,0
宝山区,2020-06-03,22,19,0
宝山区,2020-06-04,22,19,0
宝山区,2020-06-05,22,19,0
宝山区,2020-06-06,22,19,0
宝山区,2020-06-07,22,19,0
宝山区,2020-06-08,22,19,0
宝山区,2020-06-09,22,19,0
