省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累计确诊人数,累计治愈人数,累计死亡人数
宁夏,2020-02-04,0,0,0,185,152,0
宁夏,2020-02-05,6,0,0,191,152,0
宁夏,2020-02-06,3,0,0,194,152,0
宁夏,2020-02-07,1,2,0,195,154,0
宁夏,2020-02-08,1,10,0,196,164,0
宁夏,2020-02-09,4,0,0,200,164,0
宁夏,2020-02-10,4,1,0,204,165,0
宁夏,2020-02-11,5,8,0,209,173,0
宁夏,2020-02-12,6,2,0,215,175,0
宁夏,2020-02-13,3,0,0,218,175,0
宁夏,2020-02-14,3,3,0,221,178,0
宁夏,2020-02-15,0,6,0,221,184,0
宁夏,2020-02-16,0,0,0,221,184,0
宁夏,2020-02-17,0,2,0,221,186,0
宁夏,2020-02-18,1,7,0,222,193,0
宁夏,2020-02-19,0,0,0,222,193,0
宁夏,2020-02-20,0,2,0,222,195,0
宁夏,2020-02-21,0,4,0,222,199,0
宁夏,2020-02-22,0,0,0,222,199,0
宁夏,2020-02-23,0,9,0,222,208,0
宁夏,2020-02-24,0,1,0,222,209,0
宁夏,2020-02-25,0,3,0,222,212,0
宁夏,2020-02-26,1,4,0,260,253,0
宁夏,2020-02-27,0,3,0,260,256,0
宁夏,2020-02-28,1,0,0,261,256,0
宁夏,2020-02-29,0,1,0,261,257,0
宁夏,2020-03-01,1,0,0,262,257,0
宁夏,2020-03-02,0,0,0,262,257,0
宁夏,2020-03-03,1,0,0,263,257,0
宁夏,2020-03-04,0,0,0,263,257,0
宁夏,2020-03-05,0,0,0,263,257,0
宁夏,2020-03-06,0,2,0,263,259,0
宁夏,2020-03-07,0,0,0,263,259,0
宁夏,2020-03-08,0,0,0,263,259,0
宁夏,2020-03-09,0,0,0,263,259,0
宁夏,2020-03-10,0,0,0,263,259,0
宁夏,2020-03-11,0,1,0,263,260,0
宁夏,2020-03-12,0,0,0,263,260,0
宁夏,2020-03-13,0,0,0,263,260,0
宁夏,2020-03-14,0,1,0,263,261,0
宁夏,2020-03-15,0,0,0,263,261,0
宁夏,2020-03-16,0,2,0,263,263,0
宁夏,2020-03-17,0,0,0,263,263,0
宁夏,2020-03-18,0,0,0,263,263,0
宁夏,2020-03-19,0,0,0,263,263,0
宁夏,2020-03-20,0,0,0,263,263,0
宁夏,2020-03-21,0,0,0,263,263,0
宁夏,2020-03-22,0,0,0,263,263,0
宁夏,2020-03-23,0,0,0,263,263,0
宁夏,2020-03-24,0,0,0,263,263,0
宁夏,2020-03-25,0,0,0,263,263,0
宁夏,2020-03-26,0,0,0,263,263,0
宁夏,2020-03-27,0,0,0,263,263,0
宁夏,2020-03-28,0,0,0,263,263,0
宁夏,2020-03-29,0,0,0,263,263,0
宁夏,2020-03-30,0,0,0,263,263,0
宁夏,2020-03-31,0,0,0,263,263,0
宁夏,2020-04-01,0,0,0,263,263,0
宁夏,2020-04-02,0,0,0,263,263,0
宁夏,2020-04-03,0,0,0,263,263,0
宁夏,2020-04-04,0,0,0,263,263,0
宁夏,2020-04-05,0,0,0,263,263,0
宁夏,2020-04-06,0,0,0,263,263,0
宁夏,2020-04-07,0,0,0,263,263,0
宁夏,2020-04-08,0,0,0,263,263,0
宁夏,2020-04-09,0,0,0,263,263,0
宁夏,2020-04-10,0,0,0,263,263,0
宁夏,2020-04-11,0,0,0,263,263,0
宁夏,2020-04-12,0,0,0,263,263,0
宁夏,2020-04-13,0,0,0,263,263,0
宁夏,2020-04-14,0,0,0,263,263,0
宁夏,2020-04-15,0,0,0,263,263,0
宁夏,2020-04-16,0,0,0,263,263,0
宁夏,2020-04-17,0,0,0,263,263,0
宁夏,2020-04-18,0,0,0,263,263,0
宁夏,2020-04-19,0,0,0,263,263,0
宁夏,2020-04-20,0,0,0,263,263,0
宁夏,2020-04-21,0,0,0,263,263,0
宁夏,2020-04-22,0,0,0,263,263,0
宁夏,2020-04-23,0,0,0,263,263,0
宁夏,2020-04-24,0,0,0,263,263,0
宁夏,2020-04-25,0,0,0,263,263,0
宁夏,2020-04-26,0,0,0,263,263,0
宁夏,2020-04-27,0,0,0,263,263,0
宁夏,2020-04-28,0,0,0,263,263,0
宁夏,2020-04-29,0,0,0,263,263,0
宁夏,2020-04-30,0,0,0,263,263,0
宁夏,2020-05-01,0,0,0,263,263,0
宁夏,2020-05-02,0,0,0,263,263,0
宁夏,2020-05-03,0,0,0,263,263,0
宁夏,2020-05-04,0,0,0,263,263,0
宁夏,2020-05-05,0,0,0,263,263,0
宁夏,2020-05-06,0,0,0,263,263,0
宁夏,2020-05-07,0,0,0,263,263,0
宁夏,2020-05-08,0,0,0,263,263,0
宁夏,2020-05-09,0,0,0,263,263,0
宁夏,2020-05-10,0,0,0,263,263,0
宁夏,2020-05-11,0,0,0,263,263,0
宁夏,2020-05-12,0,0,0,263,263,0
宁夏,2020-05-13,0,0,0,263,263,0
宁夏,2020-05-14,0,0,0,263,263,0
宁夏,2020-05-15,0,0,0,263,263,0
宁夏,2020-05-16,0,0,0,263,263,0
宁夏,2020-05-17,0,0,0,263,263,0
宁夏,2020-05-18,0,0,0,263,263,0
宁夏,2020-05-19,0,0,0,263,263,0
宁夏,2020-05-20,0,0,0,263,263,0
宁夏,2020-05-21,0,0,0,263,263,0
宁夏,2020-05-22,0,0,0,263,263,0
宁夏,2020-05-23,0,0,0,263,263,0
宁夏,2020-05-24,0,0,0,263,263,0
宁夏,2020-05-25,0,0,0,263,263,0
宁夏,2020-05-26,0,0,0,263,263,0
宁夏,2020-05-27,0,0,0,263,263,0
宁夏,2020-05-28,0,0,0,263,263,0
宁夏,2020-05-29,0,0,0,263,263,0
宁夏,2020-05-30,0,0,0,263,263,0
宁夏,2020-05-31,0,0,0,263,263,0
宁夏,2020-06-01,0,0,0,263,263,0
宁夏,2020-06-02,0,0,0,263,263,0
宁夏,2020-06-03,0,0,0,263,263,0
宁夏,2020-06-04,0,0,0,263,263,0
宁夏,2020-06-05,0,0,0,263,263,0
宁夏,2020-06-06,0,0,0,263,263,0
宁夏,2020-06-07,0,0,0,263,263,0
宁夏,2020-06-08,0,0,0,263,263,0
宁夏,2020-06-09,0,0,0,263,263,0
宁夏,2020-06-10,0,0,0,263,263,0
宁夏,2020-06-11,0,0,0,263,263,0
宁夏,2020-06-12,0,0,0,263,263,0
宁夏,2020-06-13,0,0,0,263,263,0
宁夏,2020-06-14,0,0,0,263,263,0
宁夏,2020-06-15,0,0,0,263,263,0
宁夏,2020-06-16,0,0,0,263,263,0
宁夏,2020-06-17,0,0,0,263,263,0
宁夏,2020-06-18,0,0,0,263,263,0
宁夏,2020-06-19,0,0,0,263,263,0
宁夏,2020-06-20,0,0,0,263,263,0
宁夏,2020-06-21,0,0,0,263,263,0
宁夏,2020-06-22,0,0,0,263,263,0
宁夏,2020-06-23,0,0,0,263,263,0
宁夏,2020-06-24,0,0,0,263,263,0
宁夏,2020-06-25,0,0,0,263,263,0
宁夏,2020-06-26,0,0,0,263,263,0
宁夏,2020-06-27,0,0,0,263,263,0
宁夏,2020-06-28,0,0,0,263,263,0
宁夏,2020-06-29,0,0,0,263,263,0
宁夏,2020-06-30,0,0,0,263,263,0
安徽,2020-01-21,1,0,0,178,177,0
安徽,2020-01-22,8,0,0,1636,1620,7
安徽,2020-01-23,6,0,0,3075,3050,10
安徽,2020-01-24,24,0,0,5369,5307,23
安徽,2020-01-25,21,0,0,8273,8180,33
安徽,2020-01-26,10,0,0,8283,8180,33
安徽,2020-01-27,36,0,0,8319,8180,33
安徽,2020-01-28,46,0,0,8365,8180,33
安徽,2020-01-29,48,2,0,8413,8182,33
安徽,2020-01-30,37,1,0,8450,8183,33
安徽,2020-01-31,60,0,0,8510,8183,33
安徽,2020-02-01,43,2,0,8553,8185,33
安徽,2020-02-02,68,2,0,8621,8187,33
安徽,2020-02-03,72,7,0,8693,8194,33
安徽,2020-02-04,50,6,0,8743,8200,33
安徽,2020-02-05,61,3,0,8804,8203,33
安徽,2020-02-06,74,11,0,8878,8214,33
安徽,2020-02-07,68,13,0,8946,8227,33
安徽,2020-02-08,46,12,1,8992,8239,34
安徽,2020-02-09,51,14,2,9043,8253,36
安徽,2020-02-10,29,15,1,9072,8268,37
安徽,2020-02-11,29,20,0,9101,8288,37
安徽,2020-02-12,22,20,1,9123,8308,38
安徽,2020-02-13,24,38,1,9147,8346,39
安徽,2020-02-14,16,32,0,9163,8378,39
安徽,2020-02-15,12,34,0,9175,8412,39
安徽,2020-02-16,11,34,0,9186,8446,39
安徽,2020-02-17,9,27,0,9195,8473,39
安徽,2020-02-18,4,68,0,9199,8541,39
安徽,2020-02-19,1,63,0,9200,8604,39
安徽,2020-02-20,1,76,0,9201,8680,39
安徽,2020-02-21,1,67,0,9202,8747,39
安徽,2020-02-22,0,53,0,9202,8800,39
安徽,2020-02-23,0,28,0,9202,8828,39
安徽,2020-02-24,0,44,0,9202,8872,39
安徽,2020-02-25,0,35,0,9202,8907,39
安徽,2020-02-26,0,37,0,9202,8944,39
安徽,2020-02-27,1,50,0,9203,8994,39
安徽,2020-02-28,0,28,0,9203,9022,39
安徽,2020-02-29,0,26,0,9203,9048,39
安徽,2020-03-01,0,20,0,9203,9068,39
安徽,2020-03-02,0,29,0,9203,9097,39
安徽,2020-03-03,0,24,0,9203,9121,39
安徽,2020-03-04,0,15,0,9203,9136,39
安徽,2020-03-05,0,14,0,9203,9150,39
安徽,2020-03-06,0,9,0,9203,9159,39
安徽,2020-03-07,0,2,0,9203,9161,39
安徽,2020-03-08,0,3,0,9203,9164,39
安徽,2020-03-09,0,0,0,9203,9164,39
安徽,2020-03-10,0,0,0,9203,9164,39
安徽,2020-03-11,0,0,0,9203,9164,39
安徽,2020-03-12,0,0,0,9203,9164,39
安徽,2020-03-13,0,0,0,9203,9164,39
安徽,2020-03-14,0,0,0,9203,9164,39
安徽,2020-03-15,0,0,0,9203,9164,39
安徽,2020-03-16,0,0,0,9203,9164,39
安徽,2020-03-17,0,0,0,9203,9164,39
安徽,2020-03-18,0,0,0,9203,9164,39
安徽,2020-03-19,0,0,0,9203,9164,39
安徽,2020-03-20,0,0,0,9203,9164,39
安徽,2020-03-21,0,0,0,9203,9164,39
安徽,2020-03-22,0,0,0,9203,9164,39
安徽,2020-03-23,0,0,0,9203,9164,39
安徽,2020-03-24,0,0,0,9203,9164,39
安徽,2020-03-25,0,0,0,9203,9164,39
安徽,2020-03-26,0,0,0,9203,9164,39
安徽,2020-03-27,0,0,0,9203,9164,39
安徽,2020-03-28,0,0,0,9203,9164,39
安徽,2020-03-29,0,0,0,9203,9164,39
安徽,2020-03-30,0,0,0,9203,9164,39
安徽,2020-03-31,0,0,0,9203,9164,39
安徽,2020-04-01,0,0,0,9203,9164,39
安徽,2020-04-02,0,0,0,9203,9164,39
安徽,2020-04-03,0,0,0,9203,9164,39
安徽,2020-04-04,0,0,0,9203,9164,39
安徽,2020-04-05,0,0,0,9203,9164,39
安徽,2020-04-06,0,0,0,9203,9164,39
安徽,2020-04-07,0,0,0,9203,9164,39
安徽,2020-04-08,1,0,0,9638,9597,40
安徽,2020-04-09,0,0,0,9638,9597,40
安徽,2020-04-10,0,0,0,9638,9597,40
安徽,2020-04-11,0,0,0,9638,9597,40
安徽,2020-04-12,0,0,0,9638,9597,40
安徽,2020-04-13,0,0,0,9638,9597,40
安徽,2020-04-14,0,0,0,9638,9597,40
安徽,2020-04-15,0,0,0,9638,9597,40
安徽,2020-04-16,0,0,0,9638,9597,40
安徽,2020-04-17,0,0,0,9638,9597,40
安徽,2020-04-18,0,0,0,9638,9597,40
安徽,2020-04-19,0,0,0,9638,9597,40
安徽,2020-04-20,0,0,0,9638,9597,40
安徽,2020-04-21,0,0,0,9638,9597,40
安徽,2020-04-22,0,0,0,9638,9597,40
安徽,2020-04-23,0,0,0,9638,9597,40
安徽,2020-04-24,0,1,0,9638,9598,40
安徽,2020-04-25,0,0,0,9638,9598,40
安徽,2020-04-26,0,0,0,9638,9598,40
安徽,2020-04-27,0,0,0,9638,9598,40
安徽,2020-04-28,0,0,0,9638,9598,40
安徽,2020-04-29,0,0,0,9638,9598,40
安徽,2020-04-30,0,0,0,9638,9598,40
安徽,2020-05-01,0,0,0,9638,9598,40
安徽,2020-05-02,0,0,0,9638,9598,40
安徽,2020-05-03,0,0,0,9638,9598,40
安徽,2020-05-04,0,0,0,9638,9598,40
安徽,2020-05-05,0,0,0,9638,9598,40
安徽,2020-05-06,0,0,0,9638,9598,40
安徽,2020-05-07,0,0,0,9638,9598,40
安徽,2020-05-08,0,0,0,9638,9598,40
安徽,2020-05-09,0,0,0,9638,9598,40
安徽,2020-05-10,0,0,0,9638,9598,40
安徽,2020-05-11,0,0,0,9638,9598,40
安徽,2020-05-12,0,0,0,9638,9598,40
安徽,2020-05-13,0,0,0,9638,9598,40
安徽,2020-05-14,0,0,0,9638,9598,40
安徽,2020-05-15,0,0,0,9638,9598,40
安徽,2020-05-16,0,0,0,9638,9598,40
安徽,2020-05-17,0,0,0,9638,9598,40
安徽,2020-05-18,0,0,0,9638,9598,40
安徽,2020-05-19,0,0,0,9638,9598,40
安徽,2020-05-20,0,0,0,9638,9598,40
安徽,2020-05-21,0,0,0,9638,9598,40
安徽,2020-05-22,0,0,0,9638,9598,40
安徽,2020-05-23,0,0,0,9638,9598,40
安徽,2020-05-24,0,0,0,9638,9598,40
安徽,2020-05-25,0,0,0,9638,9598,40
安徽,2020-05-26,0,0,0,9638,9598,40
安徽,2020-05-27,0,0,0,9638,9598,40
安徽,2020-05-28,0,0,0,9638,9598,40
安徽,2020-05-29,0,0,0,9638,9598,40
安徽,2020-05-30,0,0,0,9638,9598,40
安徽,2020-05-31,0,0,0,9638,9598,40
安徽,2020-06-01,0,0,0,9638,9598,40
安徽,2020-06-02,0,0,0,9638,9598,40
安徽,2020-06-03,0,0,0,9638,9598,40
安徽,2020-06-04,0,0,0,9638,9598,40
安徽,2020-06-05,0,0,0,9638,9598,40
安徽,2020-06-06,0,0,0,9638,9598,40
安徽,2020-06-07,0,0,0,9638,9598,40
安徽,2020-06-08,0,0,0,9638,9598,40
安徽,2020-06-09,0,0,0,9638,9598,40
安徽,2020-06-10,0,0,0,9638,9598,40
安徽,2020-06-11,0,0,0,9638,9598,40
安徽,2020-06-12,0,0,0,9638,9598,40
安徽,2020-06-13,0,0,0,9638,9598,40
安徽,2020-06-14,0,0,0,9638,9598,40
安徽,2020-06-15,0,0,0,9638,9598,40
安徽,2020-06-16,0,0,0,9638,9598,40
安徽,2020-06-17,0,0,0,9638,9598,40
安徽,2020-06-18,0,0,0,9638,9598,40
安徽,2020-06-19,0,0,0,9638,9598,40
安徽,2020-06-20,0,0,0,9638,9598,40
安徽,2020-06-21,0,0,0,9638,9598,40
安徽,2020-06-22,0,0,0,9638,9598,40
安徽,2020-06-23,0,0,0,9638,9598,40
安徽,2020-06-24,0,0,0,9638,9598,40
安徽,2020-06-25,0,0,0,9638,9598,40
安徽,2020-06-26,0,0,0,9638,9598,40
安徽,2020-06-27,0,0,0,9638,9598,40
安徽,2020-06-28,0,0,0,9638,9598,40
安徽,2020-06-29,0,0,0,9638,9598,40
安徽,2020-06-30,0,0,0,9638,9598,40
山东,2020-01-21,2,0,0,778,770,6
山东,2020-01-22,4,0,0,782,770,6
山东,2020-01-23,3,0,0,1518,1494,15
山东,2020-01-24,12,0,0,3444,3385,38
山东,2020-01-25,18,0,0,5271,5177,55
山东,2020-01-26,24,0,0,5295,5177,55
山东,2020-01-27,24,0,0,5681,5533,61
山东,2020-01-28,34,0,0,5715,5533,61
山东,2020-01-29,24,1,0,5739,5534,61
山东,2020-01-30,33,1,0,5772,5535,61
山东,2020-01-31,24,0,0,5796,5535,61
山东,2020-02-01,23,3,0,5819,5538,61
山东,2020-02-02,21,1,0,5840,5539,61
山东,2020-02-03,24,1,0,5864,5540,61
山东,2020-02-04,28,6,0,5892,5546,61
山东,2020-02-05,45,5,0,5937,5551,61
山东,2020-02-06,36,13,0,5973,5564,61
山东,2020-02-07,28,7,0,6001,5571,61
山东,2020-02-08,28,12,0,6029,5583,61
山东,2020-02-09,24,13,1,6053,5596,62
山东,2020-02-10,27,8,0,6080,5604,62
山东,2020-02-11,11,9,0,6091,5613,62
山东,2020-02-12,9,18,1,6100,5631,63
山东,2020-02-13,13,13,0,6113,5644,63
山东,2020-02-14,11,28,0,6124,5672,63
山东,2020-02-15,7,25,0,6131,5697,63
山东,2020-02-16,4,11,0,6135,5708,63
山东,2020-02-17,32,18,0,6167,5726,63
山东,2020-02-18,21,22,1,6188,5748,64
山东,2020-02-19,17,23,1,6205,5771,65
山东,2020-02-20,2,32,0,6207,5803,65
山东,2020-02-21,2,23,0,6209,5826,65
山东,2020-02-22,4,18,0,6213,5844,65
山东,2020-02-23,1,14,0,6214,5858,65
山东,2020-02-24,10,18,2,6224,5876,67
山东,2020-02-25,1,14,0,6225,5890,67
山东,2020-02-26,20,24,0,6245,5914,67
山东,2020-02-27,0,9,0,6245,5923,67
山东,2020-02-28,35,21,0,6280,5944,67
山东,2020-02-29,43,20,0,6323,5964,67
山东,2020-03-01,2,24,0,6325,5988,67
山东,2020-03-02,23,42,0,6348,6030,67
山东,2020-03-03,4,14,0,6352,6044,67
山东,2020-03-04,0,65,0,6352,6109,67
山东,2020-03-05,0,26,0,6352,6135,67
山东,2020-03-06,0,23,0,6352,6158,67
山东,2020-03-07,0,12,0,6352,6170,67
山东,2020-03-08,0,10,0,6352,6180,67
山东,2020-03-09,0,56,0,6352,6236,67
山东,2020-03-10,1,18,0,6440,6340,68
山东,2020-03-11,1,12,0,6441,6352,68
山东,2020-03-12,0,6,1,6441,6358,69
山东,2020-03-13,0,1,0,6441,6359,69
山东,2020-03-14,0,1,0,6441,6360,69
山东,2020-03-15,0,2,0,6441,6362,69
山东,2020-03-16,1,3,0,6442,6365,69
山东,2020-03-17,0,0,0,6442,6365,69
山东,2020-03-18,0,1,0,6442,6366,69
山东,2020-03-19,1,1,0,6443,6367,69
山东,2020-03-20,2,1,0,6445,6368,69
山东,2020-03-21,1,1,0,6446,6369,69
山东,2020-03-22,2,1,0,6448,6370,69
山东,2020-03-23,1,1,0,6449,6371,69
山东,2020-03-24,1,0,0,6450,6371,69
山东,2020-03-25,0,0,0,6450,6371,69
山东,2020-03-26,2,0,0,6452,6371,69
山东,2020-03-27,1,0,0,6453,6371,69
山东,2020-03-28,0,0,0,6453,6371,69
山东,2020-03-29,1,1,0,6454,6372,69
山东,2020-03-30,1,0,0,6455,6372,69
山东,2020-03-31,0,0,0,6455,6372,69
山东,2020-04-01,1,0,0,6456,6372,69
山东,2020-04-02,3,1,0,6459,6373,69
山东,2020-04-03,0,1,0,6459,6374,69
山东,2020-04-04,1,0,0,6460,6374,69
山东,2020-04-05,1,0,0,6461,6374,69
山东,2020-04-06,1,0,0,6462,6374,69
山东,2020-04-07,2,0,0,6464,6374,69
山东,2020-04-08,0,1,0,6464,6375,69
山东,2020-04-09,0,0,0,6464,6375,69
山东,2020-04-10,1,1,0,6465,6376,69
山东,2020-04-11,0,0,0,6465,6376,69
山东,2020-04-12,0,1,0,6465,6377,69
山东,2020-04-13,0,1,0,6465,6378,69
山东,2020-04-14,0,2,0,6465,6380,69
山东,2020-04-15,0,0,0,6465,6380,69
山东,2020-04-16,3,0,0,6468,6380,69
山东,2020-04-17,0,4,0,6468,6384,69
山东,2020-04-18,0,0,0,6468,6384,69
山东,2020-04-19,0,0,0,6468,6384,69
山东,2020-04-20,0,0,0,6468,6384,69
山东,2020-04-21,0,1,0,6468,6385,69
山东,2020-04-22,0,0,0,6468,6385,69
山东,2020-04-23,0,0,0,6468,6385,69
山东,2020-04-24,0,1,0,6468,6386,69
山东,2020-04-25,0,0,0,6468,6386,69
山东,2020-04-26,0,1,0,6468,6387,69
山东,2020-04-27,0,0,0,6468,6387,69
山东,2020-04-28,0,3,0,6468,6390,69
山东,2020-04-29,0,1,0,6468,6391,69
山东,2020-04-30,0,0,0,6468,6391,69
山东,2020-05-01,0,0,0,6468,6391,69
山东,2020-05-02,0,0,0,6468,6391,69
山东,2020-05-03,1,1,0,6469,6392,69
山东,2020-05-04,0,0,0,6469,6392,69
山东,2020-05-05,0,2,0,6469,6394,69
山东,2020-05-06,0,0,0,6469,6394,69
山东,2020-05-07,0,1,0,6469,6395,69
山东,2020-05-08,0,0,0,6469,6395,69
山东,2020-05-09,0,0,0,6469,6395,69
山东,2020-05-10,0,1,0,6469,6396,69
山东,2020-05-11,0,0,0,6469,6396,69
山东,2020-05-12,0,0,0,6469,6396,69
山东,2020-05-13,0,0,0,6469,6396,69
山东,2020-05-14,0,1,0,6469,6397,69
山东,2020-05-15,0,2,0,6469,6399,69
山东,2020-05-16,0,0,0,6469,6399,69
山东,2020-05-17,0,0,0,6469,6399,69
山东,2020-05-18,0,0,0,6469,6399,69
山东,2020-05-19,0,0,0,6469,6399,69
山东,2020-05-20,0,0,0,6469,6399,69
山东,2020-05-21,0,0,0,6469,6399,69
山东,2020-05-22,0,0,0,6469,6399,69
山东,2020-05-23,0,0,0,6469,6399,69
山东,2020-05-24,0,0,0,6469,6399,69
山东,2020-05-25,0,0,0,6469,6399,69
山东,2020-05-26,0,0,0,6469,6399,69
山东,2020-05-27,0,0,0,6469,6399,69
山东,2020-05-28,0,0,0,6469,6399,69
山东,2020-05-29,2,0,0,6471,6399,69
山东,2020-05-30,2,0,0,6473,6399,69
山东,2020-05-31,0,0,0,6473,6399,69
山东,2020-06-01,0,0,0,6473,6399,69
山东,2020-06-02,0,0,0,6473,6399,69
山东,2020-06-03,0,0,0,6473,6399,69
山东,2020-06-04,0,0,0,6473,6399,69
山东,2020-06-05,0,0,0,6473,6399,69
山东,2020-06-06,0,0,0,6473,6399,69
山东,2020-06-07,0,1,0,6473,6400,69
山东,2020-06-08,0,0,0,6473,6400,69
山东,2020-06-09,0,0,0,6473,6400,69
山东,2020-06-10,0,0,0,6473,6400,69
山东,2020-06-11,0,0,0,6473,6400,69
山东,2020-06-12,0,0,0,6473,6400,69
山东,2020-06-13,0,1,0,6473,6401,69
山东,2020-06-14,0,0,0,6473,6401,69
山东,2020-06-15,0,1,0,6473,6402,69
山东,2020-06-16,0,0,0,6473,6402,69
山东,2020-06-17,0,0,0,6473,6402,69
山东,2020-06-18,0,0,0,6473,6402,69
山东,2020-06-19,0,2,0,6473,6404,69
山东,2020-06-20,0,0,0,6473,6404,69
山东,2020-06-21,0,0,0,6473,6404,69
山东,2020-06-22,0,0,0,6473,6404,69
山东,2020-06-23,0,0,0,6473,6404,69
山东,2020-06-24,0,0,0,6473,6404,69
山东,2020-06-25,0,0,0,6473,6404,69
山东,2020-06-26,0,0,0,6473,6404,69
山东,2020-06-27,0,0,0,6473,6404,69
山东,2020-06-28,0,0,0,6473,6404,69
山东,2020-06-29,0,0,0,6473,6404,69
山东,2020-06-30,0,0,0,6473,6404,69
山西,2020-01-22,1,0,0,21,20,0
山西,2020-01-23,0,0,0,21,20,0
山西,2020-01-24,5,0,0,387,381,0
山西,2020-01-25,2,0,0,501,493,0
山西,2020-01-26,4,0,0,666,654,0
山西,2020-01-27,7,0,0,673,654,0
山西,2020-01-28,7,0,0,680,654,0
山西,2020-01-29,8,1,0,688,655,0
山西,2020-01-30,4,0,0,692,655,0
山西,2020-01-31,8,0,0,954,909,0
山西,2020-02-01,9,0,0,963,909,0
山西,2020-02-02,10,1,0,1167,1104,0
山西,2020-02-03,8,0,0,1175,1104,0
山西,2020-02-04,7,2,0,1182,1106,0
山西,2020-02-05,9,2,0,1191,1108,0
山西,2020-02-06,6,6,0,1197,1114,0
山西,2020-02-07,8,3,0,1205,1117,0
山西,2020-02-08,11,6,0,1216,1123,0
山西,2020-02-09,4,4,0,1220,1127,0
山西,2020-02-10,3,1,0,1223,1128,0
山西,2020-02-11,2,4,0,1225,1132,0
山西,2020-02-12,2,3,0,1227,1135,0
山西,2020-02-13,0,3,0,1227,1138,0
山西,2020-02-14,1,2,0,1228,1140,0
山西,2020-02-15,2,8,0,1230,1148,0
山西,2020-02-16,1,4,0,1231,1152,0
山西,2020-02-17,1,3,0,1232,1155,0
山西,2020-02-18,1,8,0,1233,1163,0
山西,2020-02-19,0,7,0,1233,1170,0
山西,2020-02-20,1,8,0,1234,1178,0
山西,2020-02-21,0,2,0,1234,1180,0
山西,2020-02-22,0,3,0,1234,1183,0
山西,2020-02-23,0,7,0,1234,1190,0
山西,2020-02-24,1,6,0,1235,1196,0
山西,2020-02-25,0,4,0,1235,1200,0
山西,2020-02-26,0,6,0,1235,1206,0
山西,2020-02-27,0,3,0,1235,1209,0
山西,2020-02-28,0,5,0,1235,1214,0
山西,2020-02-29,0,2,0,1235,1216,0
山西,2020-03-01,0,2,0,1235,1218,0
山西,2020-03-02,0,3,0,1235,1221,0
山西,2020-03-03,0,5,0,1235,1226,0
山西,2020-03-04,0,0,0,1235,1226,0
山西,2020-03-05,0,2,0,1235,1228,0
山西,2020-03-06,0,0,0,1235,1228,0
山西,2020-03-07,0,0,0,1235,1228,0
山西,2020-03-08,0,0,0,1235,1228,0
山西,2020-03-09,0,1,0,1235,1229,0
山西,2020-03-10,0,4,0,1235,1233,0
山西,2020-03-11,0,0,0,1235,1233,0
山西,2020-03-12,0,1,0,1235,1234,0
山西,2020-03-13,0,1,0,1235,1235,0
山西,2020-03-14,0,0,0,1235,1235,0
山西,2020-03-15,0,0,0,1235,1235,0
山西,2020-03-16,0,0,0,1235,1235,0
山西,2020-03-17,0,0,0,1235,1235,0
山西,2020-03-18,0,0,0,1235,1235,0
山西,2020-03-19,0,0,0,1235,1235,0
山西,2020-03-20,0,0,0,1235,1235,0
山西,2020-03-21,0,0,0,1235,1235,0
山西,2020-03-22,0,0,0,1235,1235,0
山西,2020-03-23,1,0,0,1277,1276,0
山西,2020-03-24,0,0,0,1277,1276,0
山西,2020-03-25,1,0,0,1278,1276,0
山西,2020-03-26,0,0,0,1278,1276,0
山西,2020-03-27,0,0,0,1278,1276,0
山西,2020-03-28,1,0,0,1279,1276,0
山西,2020-03-29,0,0,0,1279,1276,0
山西,2020-03-30,0,0,0,1279,1276,0
山西,2020-03-31,1,0,0,1280,1276,0
山西,2020-04-01,0,0,0,1280,1276,0
山西,2020-04-02,0,0,0,1280,1276,0
山西,2020-04-03,0,0,0,1280,1276,0
山西,2020-04-04,1,0,0,1281,1276,0
山西,2020-04-05,0,0,0,1281,1276,0
山西,2020-04-06,0,0,0,1281,1276,0
山西,2020-04-07,25,1,0,1306,1277,0
山西,2020-04-08,3,0,0,1309,1277,0
山西,2020-04-09,2,0,0,1311,1277,0
山西,2020-04-10,4,1,0,1315,1278,0
山西,2020-04-11,0,0,0,1315,1278,0
山西,2020-04-12,1,0,0,1316,1278,0
山西,2020-04-13,0,0,0,1316,1278,0
山西,2020-04-14,13,0,0,1329,1278,0
山西,2020-04-15,8,0,0,1337,1278,0
山西,2020-04-16,3,0,0,1340,1278,0
山西,2020-04-17,0,0,0,1340,1278,0
山西,2020-04-18,0,0,0,1340,1278,0
山西,2020-04-19,0,0,0,1340,1278,0
山西,2020-04-20,0,5,0,1340,1283,0
山西,2020-04-21,0,0,0,1340,1283,0
山西,2020-04-22,0,2,0,1340,1285,0
山西,2020-04-23,0,0,0,1340,1285,0
山西,2020-04-24,0,7,0,1340,1292,0
山西,2020-04-25,0,5,0,1340,1297,0
山西,2020-04-26,0,3,0,1340,1300,0
山西,2020-04-27,0,3,0,1340,1303,0
山西,2020-04-28,0,0,0,1340,1303,0
山西,2020-04-29,0,4,0,1340,1307,0
山西,2020-04-30,0,8,0,1340,1315,0
山西,2020-05-01,0,4,0,1340,1319,0
山西,2020-05-02,1,0,0,1341,1319,0
山西,2020-05-03,0,4,0,1341,1323,0
